"PVWatts Hourly PV Performance Data"
"Requested Location","adelaide australia"
"Location","Lat, Lng: -34.91, 138.58"
"Latitude (DD)","-34.91"
"Longitude (DD)","138.58"
"Elevation (m)","45"
"DC System Size (kW)","7"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","34.91"
"Array Azimuth (deg)","0"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","13","3","0","0","14","1.3","0.2","0","14","0","0"
"3","13","4","0","0","13.9","1.2","0.2","0","13.9","0","0"
"3","13","5","0","0","14.6","1.5","0.2","0","0","0","0"
"3","13","6","75","65","16.2","1.9","0.2","68.887","17.876","367.803","327.026"
"3","13","7","705","78","18.1","1.8","0.2","368.517","27.428","2146.66","2042.85"
"3","13","8","828","95","19.1","1.6","0.2","627.794","35.796","3651.224","3494.101"
"3","13","9","239","425","22.3","0.7","0.2","605.768","42.27","3355.17","3208.538"
"3","13","10","213","520","23.9","0.3","0.2","712.043","50.217","3791.054","3628.977"
"3","13","11","137","557","25.1","0.3","0.2","676.8","50.081","3587.433","3432.571"
"3","13","12","192","549","26","0.3","0.2","735.765","53.169","3856.512","3692.115"
"3","13","13","215","510","26.3","0.7","0.2","700.028","49.336","3743.845","3583.44"
"3","13","14","867","113","26.1","1.2","0.2","811.917","49.721","4422.303","4237.858"
"3","13","15","793","99","25.2","1.8","0.2","584.158","40.086","3343.038","3196.836"
"3","13","16","18","111","23.5","2.2","0.2","100.962","25.865","574.608","526.503"
"3","13","17","0","32","21.6","2.5","0.2","26.697","22.184","138.967","106.298"
"3","13","18","0","0","20.3","2.7","0.2","0","0","0","0"
"3","13","19","0","0","19.3","2.6","0.2","0","19.3","0","0"
"3","13","20","0","0","18.4","2.3","0.2","0","18.4","0","0"
"3","13","21","0","0","17.6","1.9","0.2","0","17.6","0","0"
"3","13","22","0","0","16.9","1.6","0.2","0","16.9","0","0"
"3","13","23","0","0","16.2","1.4","0.2","0","16.2","0","0"
"3","14","0","0","0","15.6","1.4","0.2","0","15.6","0","0"
"3","14","1","0","0","15.1","1.4","0.2","0","15.1","0","0"
"3","14","2","0","0","14.7","1.4","0.2","0","14.7","0","0"
"3","14","3","0","0","14.4","1.3","0.2","0","14.4","0","0"
"3","14","4","0","0","14.2","1.4","0.2","0","14.2","0","0"
"3","14","5","0","0","15.1","1.8","0.2","0","0","0","0"
"3","14","6","0","42","17.1","2.3","0.2","35.131","17.902","193.119","158.531"
"3","14","7","19","123","19.3","2.2","0.2","112.567","21.938","654.65","603.708"
"3","14","8","165","321","20.4","2.1","0.2","409.671","30.179","2390.231","2277.791"
"3","14","9","65","401","23.2","2.5","0.2","430.765","32.691","2456.686","2341.891"
"3","14","10","24","132","24.2","3.1","0.2","139.958","26.973","784.66","729.112"
"3","14","11","150","571","24.8","3.5","0.2","706.065","37.915","3936.698","3769.46"
"3","14","12","41","476","24.8","3.4","0.2","495.818","34.148","2789.507","2662.919"
"3","14","13","28","198","24.9","3","0.2","204.381","29.018","1152.088","1083.52"
"3","14","14","35","337","25.7","3","0.2","326.644","32.292","1854.816","1761.348"
"3","14","15","38","244","26.2","3.1","0.2","245.168","31.081","1403.555","1326.077"
"3","14","16","16","103","25.2","2.4","0.2","93.242","27.303","525.714","479.341"
"3","14","17","345","35","23.5","1.5","0.2","73.358","25.284","294.887","256.693"
"3","14","18","0","0","22.5","1.3","0.2","0","0","0","0"
"3","14","19","0","0","22.2","1.6","0.2","0","22.2","0","0"
"3","14","20","0","0","22","2","0.2","0","22","0","0"
"3","14","21","0","0","21.7","2.4","0.2","0","21.7","0","0"
"3","14","22","0","0","21.4","2.7","0.2","0","21.4","0","0"
"3","14","23","0","0","21.1","2.8","0.2","0","21.1","0","0"
"3","15","0","0","0","20.8","2.9","0.2","0","20.8","0","0"
"3","15","1","0","0","20.7","3","0.2","0","20.7","0","0"
"3","15","2","0","0","20.5","2.9","0.2","0","20.5","0","0"
"3","15","3","0","0","20.2","2.7","0.2","0","20.2","0","0"
"3","15","4","0","0","19.8","2.6","0.2","0","19.8","0","0"
"3","15","5","0","0","19.9","2.8","0.2","0","0","0","0"
"3","15","6","309","53","20.5","3.9","0.2","98.738","22.134","463.65","419.476"
"3","15","7","633","85","21.3","5","0.2","348.442","26.568","2038.058","1938.097"
"3","15","8","803","94","21.6","5.4","0.2","613.467","30.483","3643.844","3486.983"
"3","15","9","160","434","22.4","6.5","0.2","552.954","29.427","3215.525","3073.841"
"3","15","10","36","428","22.9","6.8","0.2","418.927","28.045","2413.923","2300.643"
"3","15","11","24","371","22.8","7.5","0.2","353.677","26.849","2033.361","1933.566"
"3","15","12","25","402","22.2","8","0.2","384.226","26.398","2217.466","2111.148"
"3","15","13","77","478","21.3","7.8","0.2","529.255","27.199","3077.753","2940.951"
"3","15","14","180","416","20.2","7.5","0.2","545.786","26.476","3216.45","3074.734"
"3","15","15","112","291","19.2","7.2","0.2","336.643","23.196","2012.092","1913.051"
"3","15","16","22","117","18.3","6.6","0.2","108.015","19.663","632.48","582.324"
"3","15","17","0","28","17.7","6.1","0.2","23.345","18.006","121.521","89.47"
"3","15","18","0","0","17.2","5.7","0.2","0","0","0","0"
"3","15","19","0","0","16.8","5.2","0.2","0","16.8","0","0"
"3","15","20","0","0","16.3","4.6","0.2","0","16.3","0","0"
"3","15","21","0","0","16","4.3","0.2","0","16","0","0"
"3","15","22","0","0","15.9","4.3","0.2","0","15.9","0","0"
"3","15","23","0","0","15.9","4.2","0.2","0","15.9","0","0"
"3","16","0","0","0","15.8","4.1","0.2","0","15.8","0","0"
"3","16","1","0","0","15.5","4.2","0.2","0","15.5","0","0"
"3","16","2","0","0","15.3","4.2","0.2","0","15.3","0","0"
"3","16","3","0","0","15.4","4","0.2","0","15.4","0","0"
"3","16","4","0","0","15.5","3.8","0.2","0","15.5","0","0"
"3","16","5","0","0","15.9","4","0.2","0","0","0","0"
