"PVWatts Hourly PV Performance Data"
"Requested Location","sydney australia"
"Location","Lat, Lng: -33.87, 151.22"
"Latitude (DD)","-33.87"
"Longitude (DD)","151.22"
"Elevation (m)","38"
"DC System Size (kW)","7"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","33.87"
"Array Azimuth (deg)","0"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","2","0","0","0","21.1","1.5","0.2","0","21.1","0","0"
"1","2","1","0","0","20.8","1.5","0.2","0","20.8","0","0"
"1","2","2","0","0","20.6","1.5","0.2","0","20.6","0","0"
"1","2","3","0","0","20.6","1.4","0.2","0","20.6","0","0"
"1","2","4","0","0","20.9","1","0.2","0","0","0","0"
"1","2","5","314","43","21.7","0.7","0.2","31.239","22.721","163.218","129.69"
"1","2","6","634","77","22.7","0.7","0.2","141.227","26.991","617.211","567.596"
"1","2","7","776","101","23.7","0.7","0.2","372.558","35.872","2033.052","1933.268"
"1","2","8","856","115","24.6","0.8","0.2","598.949","43.877","3333.087","3187.238"
"1","2","9","905","125","25","0.8","0.2","790.791","50.397","4252.819","4074.38"
"1","2","10","912","142","25.8","1.4","0.2","920.425","51.238","4901.416","4699.994"
"1","2","11","917","149","26","1.9","0.2","986.192","50.425","5251.858","5038.019"
"1","2","12","907","153","25.9","2.5","0.2","979.497","47.484","5280.646","5065.787"
"1","2","13","842","180","25.4","3.1","0.2","898.79","43.245","4943.467","4740.555"
"1","2","14","121","551","24.7","3.6","0.2","569.081","35.107","3202.436","3061.216"
"1","2","15","33","345","23.9","3.8","0.2","309.131","29.396","1770.123","1679.656"
"1","2","16","20","105","23","3.9","0.2","95.962","24.684","541.379","494.451"
"1","2","17","0","48","22.3","3.8","0.2","40.386","23.022","224.135","188.448"
"1","2","18","0","15","21.8","3.6","0.2","12.572","22.028","62.583","32.621"
"1","2","19","0","0","21.5","3.6","0.2","0","0","0","0"
"1","2","20","0","0","21.2","3.7","0.2","0","21.2","0","0"
"1","2","21","0","0","20.9","3.9","0.2","0","20.9","0","0"
"1","2","22","0","0","20.5","4.1","0.2","0","20.5","0","0"
"1","2","23","0","0","20.1","4.2","0.2","0","20.1","0","0"
"1","3","0","0","0","19.8","4.2","0.2","0","19.8","0","0"
"1","3","1","0","0","19.5","4.2","0.2","0","19.5","0","0"
"1","3","2","0","0","19.4","4.2","0.2","0","19.4","0","0"
"1","3","3","0","0","19.2","4.2","0.2","0","19.2","0","0"
"1","3","4","0","0","19.2","4.1","0.2","0","0","0","0"
"1","3","5","0","12","19.3","4.2","0.2","10.049","19.467","50.367","20.837"
"1","3","6","489","102","19.7","4.2","0.2","140.447","21.929","671.542","620.002"
"1","3","7","637","141","20.2","4.1","0.2","353.597","26.182","2012.822","1913.755"
"1","3","8","727","168","20.8","4.1","0.2","570.906","30.558","3343.079","3196.875"
"1","3","9","785","186","21","4.1","0.2","761.497","33.988","4369.432","4186.861"
"1","3","10","861","169","21.2","4.1","0.2","907.73","36.664","5125.923","4916.547"
"1","3","11","881","171","21.2","4.1","0.2","982.568","37.929","5501.945","5279.245"
"1","3","12","30","199","21.1","4.3","0.2","202.694","24.441","1151.162","1082.627"
"1","3","13","2","68","21","4.6","0.2","59.468","21.941","325.096","285.832"
"1","3","14","24","365","20.7","5","0.2","329.183","25.655","1898.777","1803.75"
"1","3","15","27","311","20.2","5.1","0.2","277.413","24.334","1615.703","1530.707"
"1","3","16","8","65","19.6","5.2","0.2","57.661","20.451","324.606","285.359"
"1","3","17","29","129","19","5.2","0.2","105.644","20.558","608.527","559.219"
"1","3","18","0","38","18.5","5","0.2","30.996","18.964","163.763","130.215"
"1","3","19","0","0","18.2","4.5","0.2","0","0","0","0"
"1","3","20","0","0","18.1","4.2","0.2","0","18.1","0","0"
"1","3","21","0","0","18.2","4","0.2","0","18.2","0","0"
"1","3","22","0","0","18.2","4","0.2","0","18.2","0","0"
"1","3","23","0","0","18.2","3.9","0.2","0","18.2","0","0"
"1","4","0","0","0","18.2","4","0.2","0","18.2","0","0"
"1","4","1","0","0","18.2","4.2","0.2","0","18.2","0","0"
"1","4","2","0","0","18.3","4.3","0.2","0","18.3","0","0"
"1","4","3","0","0","18.4","4.3","0.2","0","18.4","0","0"
"1","4","4","0","0","18.7","4.2","0.2","0","0","0","0"
"1","4","5","0","16","19.3","4.4","0.2","13.414","19.517","67.982","37.828"
"1","4","6","5","61","20","4.5","0.2","52.007","20.841","293.293","255.156"
"1","4","7","31","231","20.7","4.4","0.2","202.067","24.006","1176.885","1107.438"
"1","4","8","25","290","21.1","4.3","0.2","258.767","25.382","1497.796","1416.978"
"1","4","9","28","243","21.3","4.3","0.2","231.4","25.121","1325.465","1250.753"
"1","4","10","30","236","21.6","4.2","0.2","232.428","25.486","1322.982","1248.358"
"1","4","11","880","188","21.7","4.2","0.2","997.261","38.44","5569.971","5344.86"
"1","4","12","885","186","21.8","4.1","0.2","1000.178","38.828","5577.675","5352.291"
"1","4","13","865","185","21.8","3.9","0.2","925.525","38.027","5195.887","4984.031"
"1","4","14","843","168","21.7","3.8","0.2","786.323","35.711","4484.32","4297.678"
"1","4","15","803","144","21.5","3.8","0.2","592.906","32.088","3456.315","3306.099"
"1","4","16","722","120","21.1","3.7","0.2","365.452","27.648","2062.546","1961.717"
"1","4","17","567","90","20.4","3.4","0.2","141.624","22.902","651.891","601.047"
"1","4","18","0","14","19.8","2.9","0.2","11.731","20.039","58.872","29.041"
"1","4","19","0","0","19.3","2.5","0.2","0","0","0","0"
"1","4","20","0","0","19","2.3","0.2","0","19","0","0"
"1","4","21","0","0","18.8","2.1","0.2","0","18.8","0","0"
"1","4","22","0","0","18.7","1.9","0.2","0","18.7","0","0"
"1","4","23","0","0","18.5","1.8","0.2","0","18.5","0","0"
"1","5","0","0","0","18.4","1.8","0.2","0","18.4","0","0"
"1","5","1","0","0","18.2","1.9","0.2","0","18.2","0","0"
"1","5","2","0","0","18","1.8","0.2","0","18","0","0"
"1","5","3","0","0","17.9","1.7","0.2","0","17.9","0","0"
"1","5","4","0","0","18.1","1.5","0.2","0","0","0","0"
"1","5","5","0","14","18.5","1.1","0.2","11.731","18.845","59.048","29.211"
"1","5","6","187","167","19.2","0.7","0.2","149.565","24.058","814.914","758.293"
"1","5","7","44","258","19.9","0.5","0.2","227.988","27.856","1311.665","1237.443"
"1","5","8","25","281","20.6","0.5","0.2","251.2","29.348","1429.938","1351.524"
"1","5","9","29","431","21","0.6","0.2","389.938","34.164","2183.266","2078.16"
"1","5","10","134","717","21.8","1.2","0.2","754.262","43.555","4086.334","3913.794"
"1","5","11","858","196","22","1.8","0.2","984.462","46.889","5314.568","5098.507"
"1","5","12","853","198","22","2.3","0.2","982.048","44.459","5354.358","5136.886"
"1","5","13","110","746","22","2.6","0.2","760.444","38.389","4203.568","4026.874"
"1","5","14","48","494","21.7","2.8","0.2","466.131","31.407","2649.287","2527.667"
"1","5","15","33","349","21.4","2.8","0.2","312.984","27.933","1803.025","1711.392"
"1","5","16","17","86","20.9","2.7","0.2","79.222","22.586","447.359","403.763"
"1","5","17","10","76","20.3","2.5","0.2","64.763","21.731","366.155","325.436"
"1","5","18","0","23","19.8","2.1","0.2","19.318","20.255","99.333","68.069"
"1","5","19","0","0","19.6","1.8","0.2","0","0","0","0"
"1","5","20","0","0","19.6","1.6","0.2","0","19.6","0","0"
"1","5","21","0","0","19.6","1.5","0.2","0","19.6","0","0"
"1","5","22","0","0","19.7","1.5","0.2","0","19.7","0","0"
"1","5","23","0","0","19.6","2","0.2","0","19.6","0","0"
"1","6","0","0","0","19.6","2.7","0.2","0","19.6","0","0"
"1","6","1","0","0","19.6","3.2","0.2","0","19.6","0","0"
"1","6","2","0","0","19.6","3.4","0.2","0","19.6","0","0"
"1","6","3","0","0","19.6","3.5","0.2","0","19.6","0","0"
"1","6","4","0","0","19.7","3.6","0.2","0","0","0","0"
"1","6","5","271","41","20.1","3.6","0.2","29.912","20.642","155.414","122.162"
"1","6","6","600","78","20.6","3.6","0.2","133.427","22.858","593.084","544.324"
"1","6","7","755","101","21.4","3.6","0.2","358.53","27.916","2013.242","1914.16"
"1","6","8","842","116","22.2","3.8","0.2","588.409","32.711","3425.566","3276.44"
"1","6","9","889","128","22.5","3.8","0.2","779.659","36.397","4440.131","4255.055"
"1","6","10","0","800","23.4","3.9","0.2","699.51","35.601","3898.596","3732.708"
"1","6","11","936","138","23.7","3.9","0.2","996.471","41.166","5512.416","5289.345"
"1","6","12","935","139","23.8","3.9","0.2","997.324","41.281","5514.222","5291.086"
"1","6","13","874","168","23.8","3.9","0.2","920.905","39.948","5132.746","4923.128"
"1","6","14","840","161","23.6","3.8","0.2","781.071","37.518","4423.325","4238.844"
"1","6","15","101","430","23.3","3.6","0.2","423.472","31.062","2430.612","2316.741"
"1","6","16","689","127","22.8","3.3","0.2","362.656","29.72","2035.701","1935.823"
"1","6","17","28","129","22.3","3","0.2","106.01","24.443","601.144","552.098"
"1","6","18","0","34","21.6","2.6","0.2","28.138","22.203","146.058","113.138"
"1","6","19","0","0","21.1","2.5","0.2","0","0","0","0"
"1","6","20","0","0","20.9","2.4","0.2","0","20.9","0","0"
"1","6","21","0","0","20.6","2.3","0.2","0","20.6","0","0"
"1","6","22","0","0","20.4","2.1","0.2","0","20.4","0","0"
"1","6","23","0","0","20.3","2","0.2","0","20.3","0","0"
"1","7","0","0","0","20.2","2","0.2","0","20.2","0","0"
"1","7","1","0","0","20.1","2","0.2","0","20.1","0","0"
"1","7","2","0","0","20.1","2.1","0.2","0","20.1","0","0"
"1","7","3","0","0","20.1","2.3","0.2","0","20.1","0","0"
"1","7","4","0","0","20.4","2.6","0.2","0","0","0","0"
"1","7","5","0","13","21.3","2.8","0.2","10.891","21.525","53.419","23.782"
"1","7","6","1","53","22.2","3","0.2","44.735","23.107","249.051","212.482"
"1","7","7","2","53","23","3.1","0.2","45.361","23.902","249.321","212.742"
"1","7","8","26","193","23.6","3","0.2","179.801","27.228","1021.832","957.879"
"1","7","9","9","78","23.8","3","0.2","74.081","25.291","405.93","363.801"
"1","7","10","921","130","24.3","3","0.2","917.99","42.841","5063.402","4856.241"
"1","7","11","931","134","24.4","3","0.2","989.025","44.362","5402.36","5183.188"
"1","7","12","26","151","24.4","3.1","0.2","156.737","27.497","871.433","812.81"
"1","7","13","930","121","24.3","3.3","0.2","921.874","42.025","5101.485","4892.974"
"1","7","14","908","112","24.1","3.3","0.2","785.6","39.226","4424.82","4240.286"
"1","7","15","43","377","23.9","3.3","0.2","345.945","30.543","1977.752","1879.927"
"1","7","16","110","299","23.5","3.2","0.2","285.004","29.068","1637.387","1551.623"
"1","7","17","168","167","23","3","0.2","149.433","25.981","813.197","756.638"
"1","7","18","19","44","22.4","2.7","0.2","34.661","23.13","180.966","146.809"
"1","7","19","0","0","22","2.7","0.2","0","0","0","0"
"1","7","20","0","0","21.8","2.9","0.2","0","21.8","0","0"
"1","7","21","0","0","21.6","3","0.2","0","21.6","0","0"
"1","7","22","0","0","21.5","3","0.2","0","21.5","0","0"
"1","7","23","0","0","21.4","3","0.2","0","21.4","0","0"
"1","8","0","0","0","21.3","2.8","0.2","0","21.3","0","0"
"1","8","1","0","0","21.1","2.7","0.2","0","21.1","0","0"
"1","8","2","0","0","21","2.6","0.2","0","21","0","0"
"1","8","3","0","0","21","2.5","0.2","0","21","0","0"
"1","8","4","0","0","21.2","2.4","0.2","0","0","0","0"
"1","8","5","358","34","21.9","2.5","0.2","25.8","22.46","130.639","98.265"
"1","8","6","677","64","22.7","2.6","0.2","128.836","25.223","537.165","490.386"
"1","8","7","814","83","23.5","2.5","0.2","363.529","31.434","2006.408","1907.568"
"1","8","8","889","95","24.3","2.2","0.2","593.953","38.216","3386.93","3239.173"
"1","8","9","935","104","24.6","2","0.2","791.749","43.858","4379.429","4196.503"
"1","8","10","943","121","25.4","2.2","0.2","929.241","47.091","5037.883","4831.626"
"1","8","11","949","128","25.7","2.4","0.2","1001.2","48.179","5383.678","5165.168"
"1","8","12","948","129","25.8","2.6","0.2","1002.939","47.505","5407.43","5188.078"
"1","8","13","937","124","25.7","2.9","0.2","932.039","44.847","5098.115","4889.724"
"1","8","14","909","117","25.5","3.1","0.2","792.456","41.262","4426.428","4241.837"
"1","8","15","857","108","25.1","3","0.2","598.614","37.233","3423.513","3274.46"
"1","8","16","762","97","24.6","2.8","0.2","368.413","32.24","2045.301","1945.083"
"1","8","17","602","77","24","2.3","0.2","140.209","26.974","620.707","570.968"
"1","8","18","276","41","23.4","1.8","0.2","29.802","24.147","153.617","120.429"
"1","8","19","0","0","22.8","1.5","0.2","0","0","0","0"
"1","8","20","0","0","22.5","1.5","0.2","0","22.5","0","0"
"1","8","21","0","0","22.4","1.4","0.2","0","22.4","0","0"
