"PVWatts Hourly PV Performance Data"
"Requested Location","melbourne australia"
"Location","Lat, Lng: -37.83, 144.98"
"Latitude (DD)","-37.83"
"Longitude (DD)","144.98"
"Elevation (m)","22"
"DC System Size (kW)","7"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","37.83"
"Array Azimuth (deg)","0"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","1","13","999","108","25.8","2.9","0.2","998.303","46.308","5421.397","5201.551"
"1","1","14","977","106","25.7","3.3","0.2","880.062","42.638","4878.25","4677.65"
"1","1","15","932","102","25","4","0.2","696.804","37.08","3979.092","3810.352"
"1","1","16","857","96","23.6","4.7","0.2","471.284","30.998","2715.205","2591.25"
"1","1","17","735","86","21.6","5","0.2","231.057","24.945","1159.656","1090.82"
"1","1","18","509","64","19.3","4.8","0.2","45.336","20.004","254.269","217.515"
"1","1","19","79","16","17.5","4.1","0.2","11.616","17.667","38.167","9.069"
"1","1","20","0","0","16.5","3.5","0.2","0","16.5","0","0"
"1","1","21","0","0","15.9","3","0.2","0","15.9","0","0"
"1","1","22","0","0","15.5","2.7","0.2","0","15.5","0","0"
"1","1","23","0","0","15.2","2.5","0.2","0","15.2","0","0"
"1","2","0","0","0","14.9","2.3","0.2","0","14.9","0","0"
"1","2","1","0","0","14.7","1.9","0.2","0","14.7","0","0"
"1","2","2","0","0","14.5","1.7","0.2","0","14.5","0","0"
"1","2","3","0","0","14.3","1.6","0.2","0","14.3","0","0"
"1","2","4","0","0","14.5","1.6","0.2","0","14.5","0","0"
"1","2","5","159","28","15.3","1.9","0.2","20.349","15.76","83.175","52.483"
"1","2","6","383","84","16.4","2.3","0.2","68.594","17.919","348.563","308.467"
"1","2","7","575","126","17.4","2.5","0.2","259.207","22.996","1411.177","1333.428"
"1","2","8","384","249","18.7","2.8","0.2","399.182","27.054","2343.325","2232.547"
"1","2","9","689","214","19.4","3","0.2","668.018","32.91","3857.278","3692.854"
"1","2","10","425","390","21.1","3.5","0.2","706.604","34.242","4015.029","3845.016"
"1","2","11","996","115","21.9","3.7","0.2","1015.232","40.24","5645.161","5417.386"
"1","2","12","886","177","22.5","3.8","0.2","1002.512","40.33","5560.706","5335.923"
"1","2","13","990","116","22.6","4","0.2","998.457","39.86","5564.436","5339.521"
"1","2","14","963","116","22.4","4.4","0.2","879.251","36.786","4987.669","4783.192"
"1","2","15","914","115","21.8","4.8","0.2","698.239","32.652","4055.661","3884.208"
"1","2","16","832","110","20.6","5.1","0.2","474.105","27.673","2769.288","2643.416"
"1","2","17","618","106","19","5.1","0.2","223.278","22.216","1158.225","1089.439"
"1","2","18","275","79","17.4","4.8","0.2","54.104","18.241","308.498","269.822"
"1","2","19","13","13","16.5","4.2","0.2","10.757","16.652","35.413","6.413"
"1","2","20","0","0","16.2","3.6","0.2","0","16.2","0","0"
"1","2","21","0","0","16","3.3","0.2","0","16","0","0"
"1","2","22","0","0","15.7","3.2","0.2","0","15.7","0","0"
"1","2","23","0","0","15.2","3","0.2","0","15.2","0","0"
"1","3","0","0","0","14.7","3","0.2","0","14.7","0","0"
"1","3","1","0","0","14.5","3","0.2","0","14.5","0","0"
"1","3","2","0","0","14.4","3.1","0.2","0","14.4","0","0"
"1","3","3","0","0","14.4","3.1","0.2","0","14.4","0","0"
"1","3","4","0","0","14.5","3.1","0.2","0","14.5","0","0"
"1","3","5","162","29","15.3","3.5","0.2","21.12","15.651","82.152","51.496"
"1","3","6","8","70","16.6","4.1","0.2","55.924","17.556","321.114","281.991"
"1","3","7","199","154","17.9","4.3","0.2","176.921","20.806","1002.538","939.269"
"1","3","8","95","276","19","4.3","0.2","272.904","23.523","1603.078","1518.53"
"1","3","9","158","304","19.6","4.4","0.2","369.152","25.627","2155.518","2051.395"
"1","3","10","400","403","21","4.5","0.2","691.241","32.127","3958.651","3790.636"
"1","3","11","690","304","21.6","4.5","0.2","918.698","36.393","5172.111","4961.098"
"1","3","12","976","123","22.1","4.5","0.2","1029.274","38.69","5750.961","5519.436"
"1","3","13","701","285","22.1","4.6","0.2","903.887","36.465","5092.142","4883.962"
"1","3","14","947","116","21.8","4.6","0.2","867.992","35.624","4946.745","4743.717"
"1","3","15","913","105","21.1","4.5","0.2","690.638","32.268","4018.344","3848.213"
"1","3","16","857","93","20.2","4.2","0.2","472.22","28.134","2754.726","2629.371"
"1","3","17","755","79","19","4","0.2","235.575","22.903","1194.149","1124.091"
"1","3","18","555","57","17.6","3.7","0.2","39.708","18.319","222.978","187.332"
"1","3","19","113","16","16.3","3","0.2","11.622","16.498","38.408","9.302"
"1","3","20","0","0","15.6","2.3","0.2","0","15.6","0","0"
"1","3","21","0","0","15.1","1.8","0.2","0","15.1","0","0"
"1","3","22","0","0","14.8","1.5","0.2","0","14.8","0","0"
"1","3","23","0","0","14.6","1.4","0.2","0","14.6","0","0"
"1","4","0","0","0","14.6","1.2","0.2","0","14.6","0","0"
"1","4","1","0","0","14.6","0.9","0.2","0","14.6","0","0"
"1","4","2","0","0","14.7","0.7","0.2","0","14.7","0","0"
"1","4","3","0","0","14.6","0.4","0.2","0","14.6","0","0"
"1","4","4","0","0","14.7","0.4","0.2","0","14.7","0","0"
"1","4","5","248","26","15.7","0.5","0.2","19.963","16.325","78.244","47.727"
"1","4","6","571","63","17.5","0.5","0.2","57.035","19.372","262.685","225.632"
"1","4","7","790","76","19.4","0.5","0.2","274.892","28.702","1423.582","1345.394"
"1","4","8","878","89","21.1","0.9","0.2","511.92","37.132","2912.633","2781.682"
"1","4","9","930","100","22","1.2","0.2","725.945","43.086","4041.3","3870.356"
"1","4","10","954","109","24.3","2","0.2","888.323","45.889","4854.207","4654.459"
"1","4","11","966","116","25.6","2.5","0.2","989.321","47.414","5346.075","5128.897"
"1","4","12","681","318","26.4","3","0.2","942.638","45.405","5111.317","4902.458"
"1","4","13","812","215","26.6","3.6","0.2","936.475","43.767","5131.078","4921.519"
"1","4","14","901","137","26","4","0.2","850.847","40.721","4750.497","4554.423"
"1","4","15","840","137","24.8","4.4","0.2","675.983","35.876","3873.465","3708.468"
"1","4","16","807","109","22.9","4.5","0.2","465.467","30.407","2692.504","2569.353"
"1","4","17","700","91","20.7","4.3","0.2","232.128","24.4","1182.179","1112.545"
"1","4","18","492","65","18.7","3.9","0.2","46.04","19.509","259.055","222.131"
"1","4","19","84","16","17.5","3.4","0.2","11.63","17.685","38.208","9.109"
"1","4","20","0","0","16.8","2.9","0.2","0","16.8","0","0"
"1","4","21","0","0","16.5","2.6","0.2","0","16.5","0","0"
"1","4","22","0","0","16.3","2.4","0.2","0","16.3","0","0"
"1","4","23","0","0","16","2.1","0.2","0","16","0","0"
"1","5","0","0","0","15.8","1.8","0.2","0","15.8","0","0"
"1","5","1","0","0","15.6","1.4","0.2","0","15.6","0","0"
"1","5","2","0","0","15.5","1.2","0.2","0","15.5","0","0"
"1","5","3","0","0","15.5","1.1","0.2","0","15.5","0","0"
"1","5","4","0","0","15.6","1.2","0.2","0","15.6","0","0"
"1","5","5","172","29","16.1","1.4","0.2","21.149","16.611","77.772","47.272"
"1","5","6","568","69","17.2","1.5","0.2","60.643","18.758","289.67","251.661"
"1","5","7","772","87","18.8","1.4","0.2","278.292","26.273","1460.988","1381.474"
"1","5","8","881","98","20.6","1.4","0.2","520.217","35.014","2984.708","2851.203"
"1","5","9","945","106","21.5","1.4","0.2","740.716","42.024","4141.322","3966.834"
"1","5","10","979","111","24.4","1.5","0.2","910.429","49.018","4910.07","4708.342"
"1","5","11","996","113","26.1","1.8","0.2","1014.293","51.768","5380.822","5162.414"
"1","5","12","999","115","27.4","2.1","0.2","1045.426","52.274","5525.398","5301.866"
"1","5","13","986","118","28.3","2.3","0.2","1000.295","51.2","5321.892","5105.571"
"1","5","14","965","114","28.8","2.4","0.2","883.775","48.674","4777.782","4580.742"
"1","5","15","766","172","28.8","2.4","0.2","661.089","43.683","3666.209","3508.555"
"1","5","16","863","99","28.4","2.3","0.2","483.831","39.48","2702.172","2578.679"
"1","5","17","752","85","27.2","2.3","0.2","240.461","32.487","1180.481","1110.907"
"1","5","18","449","69","25","2.2","0.2","49.269","26.153","270.011","232.698"
"1","5","19","122","16","22.9","2","0.2","11.641","23.138","37.172","8.11"
"1","5","20","0","0","21.6","1.8","0.2","0","21.6","0","0"
"1","5","21","0","0","20.9","1.5","0.2","0","20.9","0","0"
"1","5","22","0","0","20.5","1.3","0.2","0","20.5","0","0"
"1","5","23","0","0","20.3","1.3","0.2","0","20.3","0","0"
"1","6","0","0","0","20.2","1.6","0.2","0","20.2","0","0"
"1","6","1","0","0","20.3","2","0.2","0","20.3","0","0"
"1","6","2","0","0","20.5","2.5","0.2","0","20.5","0","0"
"1","6","3","0","0","20.8","3.1","0.2","0","20.8","0","0"
"1","6","4","0","0","21.2","3.7","0.2","0","21.2","0","0"
"1","6","5","205","26","22.5","4.3","0.2","18.933","22.775","67.929","37.777"
"1","6","6","596","63","24.8","4.6","0.2","55.363","25.635","252.363","215.676"
"1","6","7","785","80","27.9","4.7","0.2","274.493","32.082","1400.51","1323.14"
"1","6","8","887","91","31.4","5.3","0.2","515.936","38.93","2913.38","2782.403"
"1","6","9","946","100","33","5.8","0.2","735.444","43.121","4094.577","3921.745"
"1","6","10","984","105","35.3","6.2","0.2","909.033","47.243","4939.819","4737.037"
"1","6","11","1005","108","36.4","6.2","0.2","1018.422","49.768","5448.557","5227.748"
"1","6","12","1010","109","37.2","6.2","0.2","1051.321","50.996","5586.635","5360.934"
"1","6","13","1000","110","37.7","6","0.2","1007.139","51.216","5358.215","5140.607"
"1","6","14","974","107","37.8","5.7","0.2","886.414","50.122","4763.777","4567.233"
"1","6","15","922","106","37.6","5.1","0.2","702.626","48.114","3835.157","3671.518"
"1","6","16","819","110","35.8","4.8","0.2","475.226","43.17","2614.727","2494.332"
"1","6","17","452","123","31.2","5.5","0.2","202.31","34.002","1027.545","963.39"
"1","6","18","141","65","25.8","5.3","0.2","46.641","26.481","254.848","218.073"
"1","6","19","32","15","22.5","3.9","0.2","12.054","22.678","38.682","9.566"
"1","6","20","0","0","20.8","2.8","0.2","0","20.8","0","0"
"1","6","21","0","0","19.8","2.2","0.2","0","19.8","0","0"
"1","6","22","0","0","19.1","2.2","0.2","0","19.1","0","0"
"1","6","23","0","0","18.3","2","0.2","0","18.3","0","0"
"1","7","0","0","0","17.6","1.4","0.2","0","17.6","0","0"
"1","7","1","0","0","17.1","1.4","0.2","0","17.1","0","0"
"1","7","2","0","0","16.7","1.7","0.2","0","16.7","0","0"
"1","7","3","0","0","16.5","2","0.2","0","16.5","0","0"
"1","7","4","0","0","16.5","2.4","0.2","0","16.5","0","0"
"1","7","5","31","13","17.1","2.9","0.2","10.084","17.275","33.188","4.267"
"1","7","6","294","54","18.1","3.2","0.2","42.207","18.903","213.396","178.09"
"1","7","7","0","83","19.1","3.3","0.2","67.593","20.404","386.417","344.98"
"1","7","8","22","186","20.1","3.3","0.2","164.083","23.255","948.472","887.119"
"1","7","9","12","198","20.5","3.3","0.2","170.798","23.775","976.903","914.543"
"1","7","10","18","294","21.9","3.5","0.2","259.005","26.704","1474.581","1394.586"
"1","7","11","21","327","22.6","3.8","0.2","292.649","27.781","1659.033","1572.502"
"1","7","12","22","346","23","3.9","0.2","310.993","28.424","1759.585","1669.491"
"1","7","13","22","273","23","3.8","0.2","254.869","27.513","1441.55","1362.725"
"1","7","14","5","146","22.8","3.4","0.2","124.197","25.14","693.473","641.155"
"1","7","15","165","367","22.4","3","0.2","422.311","30.921","2423.523","2309.903"
"1","7","16","218","203","21.8","2.7","0.2","272.19","27.592","1574.13","1490.607"
"1","7","17","284","134","20.6","2.5","0.2","172.632","24.341","934.776","873.909"
"1","7","18","394","75","19.3","2.4","0.2","51.409","20.458","289.622","251.614"
"1","7","19","40","12","18.3","2.4","0.2","9.325","18.477","30.18","1.366"
"1","7","20","0","0","17.5","2.5","0.2","0","17.5","0","0"
"1","7","21","0","0","16.7","2.4","0.2","0","16.7","0","0"
"1","7","22","0","0","16.1","2","0.2","0","16.1","0","0"
"1","7","23","0","0","15.7","1.8","0.2","0","15.7","0","0"
"1","8","0","0","0","15.6","1.9","0.2","0","15.6","0","0"
"1","8","1","0","0","15.5","2.2","0.2","0","15.5","0","0"
"1","8","2","0","0","15.4","2.2","0.2","0","15.4","0","0"
"1","8","3","0","0","15.1","2.1","0.2","0","15.1","0","0"
"1","8","4","0","0","15.1","1.9","0.2","0","15.1","0","0"
"1","8","5","0","5","16","2.1","0.2","4.034","16.082","12.912","0"
"1","8","6","0","11","17.4","2.4","0.2","8.893","17.601","46.932","17.524"
"1","8","7","46","151","18.5","2.5","0.2","132.529","21.421","764.518","709.683"
"1","8","8","61","243","19.8","2.5","0.2","229.317","24.858","1332.984","1258.006"
"1","8","9","140","361","20.4","2.5","0.2","405.086","29.321","2334.08","2223.63"
"1","8","10","44","386","21.9","2.3","0.2","367.845","30.287","2086.362","1984.689"
"1","8","11","636","313","21.9","2.3","0.2","879.01","41.994","4840.796","4641.523"
"1","8","12","344","480","21.9","2.4","0.2","765.275","39.036","4241.357","4063.324"
"1","8","13","98","367","22.2","2.2","0.2","417.007","31.891","2354.96","2243.77"
"1","8","14","130","372","22.6","2","0.2","432.444","33.07","2443.817","2329.478"
"1","8","15","752","180","23","2.1","0.2","663.789","38.832","3753.422","3592.679"
"1","8","16","107","245","23.2","2.3","0.2","253.067","28.996","1451.812","1372.623"
"1","8","17","0","79","22.5","2.8","0.2","64.335","23.849","362.08","321.505"
"1","8","18","118","66","20.9","3.7","0.2","47.277","21.757","264.096","226.993"
"1","8","19","22","14","18.7","4.5","0.2","11.336","18.854","36.992","7.936"
"1","8","20","0","0","17.1","4.4","0.2","0","17.1","0","0"
"1","8","21","0","0","16.3","3.7","0.2","0","16.3","0","0"
"1","8","22","0","0","15.8","3.3","0.2","0","15.8","0","0"
"1","8","23","0","0","15.3","3.1","0.2","0","15.3","0","0"
"1","9","0","0","0","15","2.7","0.2","0","15","0","0"
"1","9","1","0","0","14.9","2.4","0.2","0","14.9","0","0"
"1","9","2","0","0","14.9","2.1","0.2","0","14.9","0","0"
"1","9","3","0","0","14.9","2.1","0.2","0","14.9","0","0"
"1","9","4","0","0","15.2","2.3","0.2","0","15.2","0","0"
"1","9","5","139","25","16","3.1","0.2","18.221","16.305","61.636","31.707"
"1","9","6","593","63","17.4","3.8","0.2","52.169","18.294","257.875","220.993"
"1","9","7","818","75","18.8","4.1","0.2","275.188","23.339","1444.105","1365.189"
"1","9","8","924","81","20.2","4.3","0.2","522.177","28.873","3068.306","2931.839"
"1","9","9","974","89","20.9","4.4","0.2","742.813","33.074","4307.037","4126.677"
"1","9","10","834","184","22.3","5","0.2","862.397","35.335","4909.86","4708.139"
"1","9","11","689","236","22.7","5.6","0.2","861.727","34.793","4891.886","4690.802"
"1","9","12","411","445","22.7","5.9","0.2","797.58","33.493","4523.704","4335.666"
"1","9","13","956","146","22.4","6","0.2","1002.791","35.855","5674.179","5445.376"
"1","9","14","947","136","21.6","5.9","0.2","894.994","33.757","5134.103","4924.436"
"1","9","15","922","122","20.6","5.7","0.2","721.91","30.651","4224.774","4047.329"
"1","9","16","867","106","19.3","5.4","0.2","499.103","26.487","2943.196","2811.162"
"1","9","17","762","90","17.9","4.9","0.2","253.309","21.635","1315.939","1241.565"
"1","9","18","544","66","16.4","4.1","0.2","46.87","17.201","266.617","229.425"
"1","9","19","89","18","15.3","3.3","0.2","13.083","15.512","43.715","14.421"
"1","9","20","0","0","14.7","2.9","0.2","0","14.7","0","0"
"1","9","21","0","0","14.4","2.6","0.2","0","14.4","0","0"
"1","9","22","0","0","14","2.4","0.2","0","14","0","0"
"1","9","23","0","0","13.7","2.4","0.2","0","13.7","0","0"
"1","10","0","0","0","13.6","2.3","0.2","0","13.6","0","0"
"1","10","1","0","0","13.5","2.3","0.2","0","13.5","0","0"
"1","10","2","0","0","13.3","2.3","0.2","0","13.3","0","0"
"1","10","3","0","0","13.2","2.3","0.2","0","13.2","0","0"
"1","10","4","0","0","13.4","2.5","0.2","0","13.4","0","0"
"1","10","5","233","23","14.8","3.1","0.2","17.575","15.094","59.69","29.83"
"1","10","6","648","56","16.9","3.5","0.2","46.365","17.729","225.975","190.223"
"1","10","7","822","75","18.6","3.2","0.2","275.074","23.8","1438.819","1360.091"
"1","10","8","915","89","20.4","2.8","0.2","524.004","31.377","3048.531","2912.764"
"1","10","9","664","227","21.3","2.6","0.2","658.962","35.591","3766.369","3605.167"
"1","10","10","389","394","24","2.5","0.2","675.098","38.863","3766.263","3605.065"
"1","10","11","508","399","25.7","2.4","0.2","838.878","44.505","4564.395","4374.916"
"1","10","12","462","435","27","2.4","0.2","844.59","45.923","4559.781","4370.465"
"1","10","13","238","435","27.7","2.7","0.2","615.062","40.739","3382.403","3234.806"
"1","10","14","276","385","27.6","3.4","0.2","571.193","38.387","3184.33","3043.751"
"1","10","15","167","342","26.4","4.1","0.2","404.298","33.284","2297.253","2188.108"
"1","10","16","415","136","24.8","4.6","0.2","313.304","29.79","1806.418","1714.665"
"1","10","17","699","96","23.2","4.4","0.2","245.01","27.07","1255.173","1182.952"
"1","10","18","483","69","21.4","3.6","0.2","49.284","22.306","274.802","237.319"
"1","10","19","46","11","19.8","2.5","0.2","8.582","19.96","27.435","0"
"1","10","20","0","0","18.8","1.8","0.2","0","18.8","0","0"
"1","10","21","0","0","18.5","1.6","0.2","0","18.5","0","0"
"1","10","22","0","0","18.3","1.6","0.2","0","18.3","0","0"
"1","10","23","0","0","18.2","1.5","0.2","0","18.2","0","0"
"1","11","0","0","0","18.1","1.4","0.2","0","18.1","0","0"
"1","11","1","0","0","17.6","1.3","0.2","0","17.6","0","0"
"1","11","2","0","0","16.9","1.2","0.2","0","16.9","0","0"
"1","11","3","0","0","16.2","1.2","0.2","0","16.2","0","0"
"1","11","4","0","0","15.8","1.2","0.2","0","15.8","0","0"
"1","11","5","119","21","16.9","1.5","0.2","15.28","17.248","51.003","21.451"
"1","11","6","392","74","19","1.7","0.2","54.887","20.399","291.542","253.467"
"1","11","7","758","87","21.6","1.6","0.2","265.537","28.4","1369.402","1293.134"
"1","11","8","867","99","25.2","1.6","0.2","509.036","38.68","2874.429","2744.832"
"1","11","9","793","166","27.2","1.7","0.2","692.999","45.154","3819.773","3656.678"
"1","11","10","974","110","30.9","1.8","0.2","905.384","53.835","4787.22","4589.844"
"1","11","11","997","111","32.5","1.7","0.2","1016.509","58.78","5234.564","5021.338"
"1","11","12","464","431","33.7","1.4","0.2","843.937","56.965","4349.029","4167.18"
"1","11","13","645","323","34.4","1","0.2","894.169","61.584","4533.188","4344.814"
"1","11","14","385","384","34.6","0.7","0.2","659.664","56.306","3422.123","3273.118"
"1","11","15","633","226","34","0.6","0.2","629.258","55.356","3313.726","3168.562"
"1","11","16","244","268","32.8","0.8","0.2","336.478","43.599","1834.157","1741.421"
"1","11","17","469","134","31","1.2","0.2","220.103","37.23","1116.119","1048.826"
"1","11","18","424","66","28.6","1.5","0.2","46.751","29.866","251.24","214.592"
"1","11","19","94","15","26.1","1.6","0.2","10.886","26.342","34.05","5.098"
"1","11","20","0","0","24.9","1.6","0.2","0","24.9","0","0"
"1","11","21","0","0","24.5","1.7","0.2","0","24.5","0","0"
"1","11","22","0","0","24.5","2.2","0.2","0","24.5","0","0"
"1","11","23","0","0","24.3","2.5","0.2","0","24.3","0","0"
"1","12","0","0","0","23.8","2.4","0.2","0","23.8","0","0"
"1","12","1","0","0","23.3","2.3","0.2","0","23.3","0","0"
"1","12","2","0","0","23.1","2.4","0.2","0","23.1","0","0"
"1","12","3","0","0","23","2.5","0.2","0","23","0","0"
"1","12","4","0","0","23.1","2.8","0.2","0","23.1","0","0"
"1","12","5","0","3","23.9","3.4","0.2","2.418","23.939","7.045","0"
"1","12","6","0","9","25.2","3.8","0.2","7.273","25.33","36.442","7.406"
"1","12","7","0","26","26.2","4","0.2","21.096","26.566","111.089","79.408"
"1","12","8","0","59","26.9","4.1","0.2","48.092","27.72","258.919","222"
"1","12","9","16","173","27.3","4.3","0.2","156.093","29.881","868.579","810.056"
"1","12","10","20","197","29","5.1","0.2","184.034","31.735","1015.847","952.107"
"1","12","11","14","251","29.4","5.5","0.2","221.773","32.536","1222.508","1151.445"
"1","12","12","0","92","29.3","5.6","0.2","75.836","30.359","402.837","360.818"
"1","12","13","0","98","28.7","5.3","0.2","80.686","29.868","431.335","388.306"
"1","12","14","0","94","27.8","4.7","0.2","77.139","29.006","414.799","372.356"
"1","12","15","0","72","26.7","4.1","0.2","58.863","27.7","316.744","277.776"
"1","12","16","0","44","24.6","4.5","0.2","35.827","25.178","192.575","158.007"
"1","12","17","0","63","21.7","5.4","0.2","51.281","22.44","287.493","249.561"
"1","12","18","0","32","19.2","5.4","0.2","25.955","19.575","142.529","109.733"
"1","12","19","0","5","17.7","4.8","0.2","4.034","17.753","12.543","0"
"1","12","20","0","0","16.9","4","0.2","0","16.9","0","0"
"1","12","21","0","0","16.3","3.2","0.2","0","16.3","0","0"
"1","12","22","0","0","16","2.3","0.2","0","16","0","0"
"1","12","23","0","0","15.9","1.4","0.2","0","15.9","0","0"
"1","13","0","0","0","15.8","1.3","0.2","0","15.8","0","0"
"1","13","1","0","0","15.4","1.8","0.2","0","15.4","0","0"
"1","13","2","0","0","15.2","2.3","0.2","0","15.2","0","0"
"1","13","3","0","0","15.1","2.8","0.2","0","15.1","0","0"
"1","13","4","0","0","15","3.1","0.2","0","15","0","0"
"1","13","5","0","10","15.3","3.9","0.2","8.089","15.42","26.413","0"
"1","13","6","32","69","16.2","4.9","0.2","53.577","17.022","306.707","268.095"
"1","13","7","739","89","17.2","5.4","0.2","260.566","20.832","1383.699","1306.924"
"1","13","8","406","227","18.3","5.2","0.2","391.636","24.08","2324.936","2214.809"
"1","13","9","124","300","18.7","4.9","0.2","342.877","23.941","2011.966","1912.929"
"1","13","10","210","417","19.6","4.3","0.2","540.865","28.54","3126.992","2988.445"
"1","13","11","2","108","19.5","4.4","0.2","90.823","20.976","507.402","461.677"
"1","13","12","1","102","19","4.5","0.2","85.086","20.364","474.624","430.062"
"1","13","13","3","126","18.2","4.3","0.2","106.688","19.958","602.605","553.507"
"1","13","14","3","139","17.3","4.3","0.2","116.851","19.228","666.935","615.558"
"1","13","15","62","203","16.2","4.9","0.2","211.901","19.438","1247.792","1175.833"
"1","13","16","54","171","15.2","5.5","0.2","166.524","17.568","987","924.281"
"1","13","17","401","139","14.5","5.7","0.2","209.738","17.355","1165.415","1096.374"
"1","13","18","0","30","14.1","5.4","0.2","24.325","14.451","136.335","103.759"
"1","13","19","39","13","13.8","5.1","0.2","10.07","13.927","33.494","4.562"
"1","13","20","0","0","13.7","5","0.2","0","13.7","0","0"
"1","13","21","0","0","13.7","5.2","0.2","0","13.7","0","0"
"1","13","22","0","0","13.7","5.2","0.2","0","13.7","0","0"
"1","13","23","0","0","13.7","5.2","0.2","0","13.7","0","0"
"1","14","0","0","0","13.8","5.2","0.2","0","13.8","0","0"
"1","14","1","0","0","13.7","5","0.2","0","13.7","0","0"
"1","14","2","0","0","13.4","4.6","0.2","0","13.4","0","0"
"1","14","3","0","0","13","4.3","0.2","0","13","0","0"
"1","14","4","0","0","13","4.1","0.2","0","13","0","0"
"1","14","5","34","13","13.8","4.4","0.2","10.074","13.939","33.504","4.572"
"1","14","6","263","78","15","4.8","0.2","54.901","15.849","310.168","271.433"
"1","14","7","103","90","16.2","5","0.2","99.685","17.694","561.325","513.69"
"1","14","8","205","226","17.5","5","0.2","287.551","21.849","1707.129","1618.893"
"1","14","9","386","210","18.1","5.1","0.2","454.334","24.886","2691.757","2568.632"
"1","14","10","647","271","19.5","5.4","0.2","790.339","30.866","4571.034","4381.319"
"1","14","11","370","357","20.2","5.5","0.2","679.014","29.829","3913.933","3747.502"
"1","14","12","1019","107","20.6","5.5","0.2","1066.775","35.761","6028.78","5787.411"
"1","14","13","1005","108","20.6","5.5","0.2","1021.669","35.124","5800.391","5567.116"
"1","14","14","984","105","20.3","5.4","0.2","906.578","33.356","5211.796","4999.376"
"1","14","15","946","99","19.8","5.4","0.2","726.915","30.287","4262.895","4084.099"
"1","14","16","885","89","18.9","5.4","0.2","501.544","26.128","2971.095","2838.072"
"1","14","17","779","76","17.7","5","0.2","255.808","21.429","1335.675","1260.601"
"1","14","18","580","55","16.5","4.3","0.2","38.177","17.134","215.076","179.71"
"1","14","19","125","16","15.5","3.4","0.2","11.64","15.686","38.63","9.516"
"1","14","20","0","0","14.8","2.9","0.2","0","14.8","0","0"
"1","14","21","0","0","14.6","2.8","0.2","0","14.6","0","0"
"1","14","22","0","0","14.4","2.8","0.2","0","14.4","0","0"
"1","14","23","0","0","14.2","2.9","0.2","0","14.2","0","0"
"1","15","0","0","0","14.1","3.1","0.2","0","14.1","0","0"
"1","15","1","0","0","14.1","3.1","0.2","0","14.1","0","0"
"1","15","2","0","0","14.2","3.1","0.2","0","14.2","0","0"
"1","15","3","0","0","14.3","3","0.2","0","14.3","0","0"
"1","15","4","0","0","14.6","3.1","0.2","0","14.6","0","0"
